,Transporteur,Gare origine,Gare origine - code UIC,Destination,Gare destination - code UIC,Classe,Profil tarifaire,Prix minimum,Prix maximum
13048,TGV INOUI,CHERBOURG,87444877,CHAMBERY CHALLES LES EAUX,87741009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13051,TGV INOUI,STRASBOURG,87212027,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13052,TGV INOUI,MASSY TGV,87393702,ST JEAN DE LUZ CIBOURE,87677120,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13055,TGV INOUI,LILLE EUROPE,87223263,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13056,TGV INOUI,MASSY TGV,87393702,LA ROCHE SUR YON,87486019,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
13060,TGV INOUI,LE MANS,87396002,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13064,TGV INOUI,LE MANS,87396002,ST MALO,87478107,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13068,TGV INOUI,MASSY TGV,87393702,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
13071,TGV INOUI,AVIGNON TGV,87318964,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13076,TGV INOUI,ANGERS ST LAUD,87484006,SABLE SUR SARTHE,87396408,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13080,TGV INOUI,LE MANS,87396002,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13087,TGV INOUI,MODANE,87742007,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13103,TGV INOUI,LILLE EUROPE,87223263,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13107,TGV INOUI,BEZIERS,87781005,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13108,TGV INOUI,DOL DE BRETAGNE,87478073,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13111,TGV INOUI,AIX EN PROVENCE TGV,87319012,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13119,TGV INOUI,LILLE FLANDRES,87286005,MODANE,87742007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13120,TGV INOUI,LE MANS,87396002,SABLE SUR SARTHE,87396408,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13123,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13127,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,LE CREUSOT MONTCEAU MONTCHANIN,87694109,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
13131,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13135,TGV INOUI,LILLE FLANDRES,87286005,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13142,TGV INOUI,ST AVRE LA CHAMBRE,87741306,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13143,TGV INOUI,ANGERS ST LAUD,87484006,LILLE FLANDRES,87286005,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13144,TGV INOUI,LE MANS,87396002,LA ROCHE SUR YON,87486019,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13146,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13150,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13151,TGV INOUI,LILLE FLANDRES,87286005,CHAMBERY CHALLES LES EAUX,87741009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13152,TGV INOUI,LE MANS,87396002,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13154,TGV INOUI,VITRY LE FRANCOIS GARE,87174276,PARIS EST,87113001,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13155,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13156,TGV INOUI,BAYEUX,87444067,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13159,TGV INOUI,LILLE FLANDRES,87286005,ST JEAN DE MAURIENNE ARVAN,87742320,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13160,TGV INOUI,LE MANS,87396002,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
13162,TGV INOUI,STRASBOURG,87212027,PARIS EST,87113001,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
13163,TGV INOUI,ETAPLES LE TOUQUET,87317065,CALAIS FRETHUN,87281071,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13164,TGV INOUI,QUIMPERLE,87476317,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13168,TGV INOUI,LE HAVRE,87413013,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13170,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,PERPIGNAN,87784009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13175,TGV INOUI,LILLE FLANDRES,87286005,NIMES,87775007,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13180,TGV INOUI,LYON PERRACHE,87722025,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13182,TGV INOUI,AVIGNON TGV,87318964,NANCY,87141002,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13183,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13184,TGV INOUI,LE MANS,87396002,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13190,TGV INOUI,LORRAINE TGV,87142109,PARIS EST,87113001,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
13192,TGV INOUI,MODANE,87742007,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13194,TGV INOUI,LUNEVILLE,87141150,PARIS EST,87113001,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
13198,TGV INOUI,AIX EN PROVENCE TGV,87319012,NANCY,87141002,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13199,TGV INOUI,LILLE FLANDRES,87286005,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13200,TGV INOUI,VALOGNES,87447284,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13202,TGV INOUI,NANCY,87141002,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13204,TGV INOUI,CAEN,87444000,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13206,TGV INOUI,NANCY,87141002,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13207,TGV INOUI,BELFORT-MONTBELIARD TGV,87300822,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
13210,TGV INOUI,STRASBOURG,87212027,LUNEVILLE,87141150,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13211,TGV INOUI,LILLE FLANDRES,87286005,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13214,TGV INOUI,LUNEVILLE,87141150,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13215,TGV INOUI,LILLE FLANDRES,87286005,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13216,TGV INOUI,LORIENT,87476002,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13219,TGV INOUI,ANGERS ST LAUD,87484006,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
13220,TGV INOUI,BREST,87474007,GUINGAMP,87473207,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13226,TGV INOUI,NANCY,87141002,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
13227,TGV INOUI,LILLE FLANDRES,87286005,ST AVRE LA CHAMBRE,87741306,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13231,TGV INOUI,LILLE FLANDRES,87286005,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13234,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
13236,TGV INOUI,MOUTIERS SALINS BRIDES L BAINS,87741728,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13242,TGV INOUI,NIMES,87775007,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13243,TGV INOUI,BELFORT-MONTBELIARD TGV,87300822,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13244,TGV INOUI,LE MANS,87396002,CLUSES  74,87746370,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13246,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
13251,TGV INOUI,MODANE,87742007,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13252,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,LISON,87447219,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13256,TGV INOUI,CHERBOURG,87444877,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13258,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
13260,TGV INOUI,LAVAL,87478404,VITRE,87471508,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
13263,TGV INOUI,NIMES,87775007,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
13266,TGV INOUI,ANGOULEME,87583005,LORRAINE TGV,87142109,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13271,TGV INOUI,LILLE FLANDRES,87286005,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13275,TGV INOUI,BELFORT-MONTBELIARD TGV,87300822,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,3.0,3.0
13276,TGV INOUI,BREST,87474007,PLOUARET TREGOR,87473181,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13278,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,LUNEVILLE,87141150,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
13287,TGV INOUI,LILLE FLANDRES,87286005,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13291,TGV INOUI,ANNEMASSE,87745497,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13294,TGV INOUI,BORDEAUX ST JEAN,87581009,CHAMPAGNE-ARDENNE,87171926,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13295,TGV INOUI,TGV HAUTE PICARDIE,87313882,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13300,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,QUIMPER,87474098,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13306,TGV INOUI,MEUSE TGV,87147322,ST DIE DES VOSGES,87144014,2,Tarif Elève - Etudiant - Apprenti,3.0,3.0
13307,TGV INOUI,BESANCON - F COMTE TGV,87300863,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13316,TGV INOUI,RENNES,87471003,LANDERNEAU,87474239,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13320,TGV INOUI,CHERBOURG,87444877,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13322,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
13323,TGV INOUI,TGV HAUTE PICARDIE,87313882,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13324,TGV INOUI,GUINGAMP,87473207,LANNION,87473223,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13326,TGV INOUI,LORRAINE TGV,87142109,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
13328,TGV INOUI,ST AVRE LA CHAMBRE,87741306,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
13336,TGV INOUI,QUIMPER,87474098,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13342,TGV INOUI,REIMS,87171009,SEDAN,87172254,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13348,TGV INOUI,BOURG ST MAURICE,87741793,ST BRIEUC,87473009,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13350,TGV INOUI,COLMAR,87182014,AVIGNON TGV,87318964,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13355,TGV INOUI,MONTBARD,87713131,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
13356,TGV INOUI,MODANE,87742007,QUIMPER,87474098,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13371,TGV INOUI,ANGERS ST LAUD,87484006,AIX EN PROVENCE TGV,87319012,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13374,TGV INOUI,COLMAR,87182014,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13375,TGV INOUI,LILLE FLANDRES,87286005,LE MANS,87396002,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
13378,TGV INOUI,COLMAR,87182014,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13380,TGV INOUI,AIME LA PLAGNE,87741769,ST BRIEUC,87473009,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13382,TGV INOUI,COLMAR,87182014,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13387,TGV INOUI,LILLE FLANDRES,87286005,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13388,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,MORLAIX,87474338,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13390,TGV INOUI,COLMAR,87182014,MULHOUSE VILLE,87182063,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13391,TGV INOUI,LILLE FLANDRES,87286005,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13394,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,LORRAINE TGV,87142109,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
13395,TGV INOUI,LILLE FLANDRES,87286005,BORDEAUX ST JEAN,87581009,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
13398,TGV INOUI,MEUSE TGV,87147322,LORRAINE TGV,87142109,2,Tarif Elève - Etudiant - Apprenti,2.0,2.0
13403,TGV INOUI,DIJON VILLE,87713040,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13408,TGV INOUI,BREST,87474007,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13410,TGV INOUI,LORRAINE TGV,87142109,SELESTAT,87214056,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
13415,TGV INOUI,AVIGNON TGV,87318964,HYERES,87755629,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
13418,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13419,TGV INOUI,AIX EN PROVENCE TGV,87319012,PERPIGNAN,87784009,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
13420,TGV INOUI,AURAY,87476200,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13423,TGV INOUI,AIX EN PROVENCE TGV,87319012,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13426,TGV INOUI,MULHOUSE VILLE,87182063,NICE VILLE,87756056,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
13428,TGV INOUI,QUIMPERLE,87476317,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13430,TGV INOUI,COLMAR,87182014,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13432,TGV INOUI,MORLAIX,87474338,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13435,TGV INOUI,AVIGNON TGV,87318964,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13436,TGV INOUI,BREST,87474007,MORLAIX,87474338,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13440,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13447,TGV INOUI,TGV HAUTE PICARDIE,87313882,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
13453,TGV INOUI,MEUSE TGV,87147322,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
13456,TGV INOUI,LAVAL,87478404,LYON-SAINT EXUPERY TGV,87762906,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13457,TGV INOUI,LILLE FLANDRES,87286005,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
13459,TGV INOUI,MACON VILLE,87725689,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13460,TGV INOUI,BREST,87474007,SALLANCHES COMBLOUX MEGEVE,87746438,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13462,TGV INOUI,MULHOUSE VILLE,87182063,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13466,TGV INOUI,BESANCON - F COMTE TGV,87300863,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
13467,TGV INOUI,AVIGNON TGV,87318964,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13470,TGV INOUI,VALENCE TGV RHONE-ALPES SUD,87763029,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13471,TGV INOUI,BEZIERS,87781005,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13472,TGV INOUI,LORIENT,87476002,QUIMPER,87474098,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13473,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
13474,TGV INOUI,MULHOUSE VILLE,87182063,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13475,TGV INOUI,ST AVRE LA CHAMBRE,87741306,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13476,TGV INOUI,GRENOBLE,87747006,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13479,TGV INOUI,AIX EN PROVENCE TGV,87319012,NIMES,87775007,2,Tarif Elève - Etudiant - Apprenti,3.0,3.0
13481,TGV INOUI,LYON PERRACHE,87722025,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
13483,TGV INOUI,BOULOGNE VILLE,87317586,ETAPLES LE TOUQUET,87317065,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
13484,TGV INOUI,MOUTIERS SALINS BRIDES L BAINS,87741728,QUIMPER,87474098,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13485,TGV INOUI,BORDEAUX ST JEAN,87581009,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13486,TGV INOUI,MACON VILLE,87725689,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13488,TGV INOUI,CLUSES  74,87746370,MORLAIX,87474338,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13492,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13495,TGV INOUI,MASSY TGV,87393702,FUTUROSCOPE,87324095,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
13498,TGV INOUI,METZ VILLE,87192039,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13500,TGV INOUI,PORNICHET,87481747,LE POULIGUEN,87481762,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
13501,TGV INOUI,PARIS EST,87113001,SELESTAT,87214056,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
13502,TGV INOUI,METZ VILLE,87192039,AIX EN PROVENCE TGV,87319012,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13504,TGV INOUI,LAVAL,87478404,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13505,TGV INOUI,MULHOUSE VILLE,87182063,NANCY,87141002,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13506,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,CHALONS EN CHAMPAGNE,87174003,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13507,TGV INOUI,AIX EN PROVENCE TGV,87319012,CANNES,87757625,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
13508,TGV INOUI,QUIMPER,87474098,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13509,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13512,TGV INOUI,LE CROISIC,87481788,LA BAULE ESCOUBLAC,87481754,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
13513,TGV INOUI,PARIS EST,87113001,REMIREMONT,87144451,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
13514,TGV INOUI,MULHOUSE VILLE,87182063,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
13526,TGV INOUI,STRASBOURG,87212027,AVIGNON TGV,87318964,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13527,TGV INOUI,MODANE,87742007,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13534,TGV INOUI,METZ VILLE,87192039,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13535,TGV INOUI,NANTES,87481002,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
13536,TGV INOUI,ANGERS ST LAUD,87484006,ANCENIS,87481192,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
13537,TGV INOUI,RETHEL,87172270,PARIS EST,87113001,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13540,TGV INOUI,LAVAL,87478404,CLUSES  74,87746370,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13541,TGV INOUI,LILLE EUROPE,87223263,MARNE LA VALLEE CHESSY,87111849,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
13542,TGV INOUI,VITRY LE FRANCOIS GARE,87174276,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
13546,TGV INOUI,STRASBOURG,87212027,CANNES,87757625,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
13548,TGV INOUI,ST AVRE LA CHAMBRE,87741306,LORIENT,87476002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13550,TGV INOUI,STRASBOURG,87212027,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13554,TGV INOUI,PARIS NORD,87271007,BAR LE DUC,87175042,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
13555,TGV INOUI,MANTES LA JOLIE,87381509,ROUEN RIVE DROITE,87411017,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
13556,TGV INOUI,LE POULIGUEN,87481762,ST NAZAIRE,87481705,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
13558,TGV INOUI,MULHOUSE VILLE,87182063,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13559,TGV INOUI,ARRAS,87342014,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13560,TGV INOUI,NANTES,87481002,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13564,TGV INOUI,ANGERS ST LAUD,87484006,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13565,TGV INOUI,PARIS EST,87113001,SAVERNE,87212225,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
13566,TGV INOUI,FORBACH,87193003,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
13568,TGV INOUI,LAVAL,87478404,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13571,TGV INOUI,MARSEILLE ST CHARLES,87751008,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13574,TGV INOUI,MULHOUSE VILLE,87182063,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13578,TGV INOUI,COLMAR,87182014,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
13579,TGV INOUI,EVREUX - NORMANDIE,87387001,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13582,TGV INOUI,MULHOUSE VILLE,87182063,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
13583,TGV INOUI,ANGERS ST LAUD,87484006,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
