Transporteur;Gare origine;Gare origine - code UIC;Destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;LAVAL;87478404;LORRAINE TGV;87142109;2;Tarif Normal;25.0;114.0
TGV INOUI;MONACO MONTE CARLO;87756403;VENTIMIGLIA STAZIONE;8345013;2;Tarif Normal;3.0;3.0
TGV INOUI;MACON VILLE;87725689;NEUFCHATEAU;87141291;2;Tarif Normal;20.0;45.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;29.0;145.0
TGV INOUI;AVIGNON CENTRE;87765008;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;31.0;160.0
TGV INOUI;ANGERS ST LAUD;87484006;MARNE LA VALLEE CHESSY;87111849;1;Tarif Réglementé;115.0;115.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;NEUFCHATEAU;87141291;2;Tarif Normal;25.0;89.0
TGV INOUI;NANCY;87141002;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;20.0;78.0
TGV INOUI;NEUFCHATEAU;87141291;NIMES - MANDUEL;87688762;2;Tarif Normal;25.0;85.0
TGV INOUI;COLMAR;87182014;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;25.0;122.0
TGV INOUI;NANCY;87141002;NANTES;87481002;1;Tarif Normal;31.0;175.0
TGV INOUI;SURGERES;87485227;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;25.0;102.0
TGV INOUI;STRASBOURG;87212027;LUNEVILLE;87141150;2;Tarif Normal;11.0;26.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;DOUAI;87345009;1;Tarif Normal;17.0;74.0
TGV INOUI;METZ VILLE;87192039;NEUFCHATEAU;87141291;1;Tarif Normal;14.0;47.0
TGV INOUI;BIARRITZ;87673400;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;31.0;190.0
TGV INOUI;NANCY;87141002;NICE VILLE;87756056;2;Tarif Normal;25.0;147.0
TGV INOUI;NANCY;87141002;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;24.0;118.0
TGV INOUI;FORBACH;87193003;LORRAINE TGV;87142109;2;Tarif Normal;7.0;17.5
TGV INOUI;MONTBARD;87713131;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;17.0;89.0
TGV INOUI;NEUFCHATEAU;87141291;NARBONNE;87781104;1;Tarif Normal;31.0;153.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;VANNES;87476606;2;Tarif Normal;20.0;106.0
TGV INOUI;COLMAR;87182014;LORRAINE TGV;87142109;2;Tarif Normal;15.0;49.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;SAVENAY;87481838;1;Tarif Normal;29.0;144.0
TGV INOUI;NANCY;87141002;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;25.0;121.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;17.0;56.0
TGV INOUI;CULMONT CHALINDREY;87142125;NICE VILLE;87756056;2;Tarif Normal;25.0;126.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;VIERZON VILLE;87576009;2;Tarif Normal;20.0;64.0
TGV INOUI;LE MANS;87396002;LORRAINE TGV;87142109;1;Tarif Normal;31.0;160.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;25.0;134.0
TGV INOUI;NEUFCHATEAU;87141291;CHALON SUR SAONE;87725002;2;Tarif Normal;15.0;38.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ST BRIEUC;87473009;2;Tarif Normal;20.0;102.0
TGV INOUI;ANGOULEME;87583005;LORRAINE TGV;87142109;2;Tarif Réglementé;110.2;128.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ROSPORDEN;87474155;2;Tarif Normal;20.0;113.0
TGV INOUI;BEZIERS;87781005;TOUL;87141044;1;Tarif Normal;31.0;146.0
TGV INOUI;DIJON VILLE;87713040;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;15.0;70.0
TGV INOUI;LYON PART DIEU;87723197;TOUL;87141044;1;Tarif Normal;24.0;108.0
TGV INOUI;TOURS;87571000;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;15.0;71.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;20.0;92.0
TGV INOUI;TOURS;87571000;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;17.0;104.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;TOUL;87141044;1;Tarif Normal;31.0;164.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;AIX LES BAINS LE REVARD;87741132;2;Tarif Normal;25.0;108.0
TGV INOUI;LORRAINE TGV;87142109;LILLE EUROPE;87223263;1;Tarif Normal;31.0;143.0
TGV INOUI;NIMES;87775007;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;31.0;177.0
TGV INOUI;LORRAINE TGV;87142109;ST PIERRE DES CORPS;87571240;1;Tarif Normal;31.0;160.0
TGV INOUI;DOLE VILLE;87713412;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;20.0;89.0
TGV INOUI;LORRAINE TGV;87142109;DOUAI;87345009;1;Tarif Normal;31.0;129.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;NIMES PONT DU GARD;87703975;1;Tarif Normal;31.0;177.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;SALLANCHES COMBLOUX MEGEVE;87746438;2;Tarif Normal;25.0;134.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;AIME LA PLAGNE;87741769;2;Tarif Réglementé;95.6;122.0
TGV INOUI;CULMONT CHALINDREY;87142125;ANTIBES;87757674;2;Tarif Normal;25.0;126.0
TGV INOUI;CLUSES  74;87746370;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;25.0;134.0
TGV INOUI;CULMONT CHALINDREY;87142125;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;25.0;84.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ARRAS;87342014;1;Tarif Normal;17.0;68.0
TGV INOUI;CULMONT CHALINDREY;87142125;SETE;87773200;2;Tarif Normal;25.0;94.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MARNE LA VALLEE CHESSY;87111849;2;Tarif Réglementé;94.6;119.0
TGV INOUI;CULMONT CHALINDREY;87142125;AGDE;87781278;1;Tarif Normal;31.0;131.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;24.0;144.0
TGV INOUI;BORDEAUX ST JEAN;87581009;LORRAINE TGV;87142109;2;Tarif Réglementé;131.0;144.0
TGV INOUI;AGEN;87586008;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;25.0;134.0
TGV INOUI;LUNEVILLE;87141150;SARREBOURG;87215012;1;Tarif Normal;7.0;24.0
TGV INOUI;STRASBOURG;87212027;PARIS EST;87113001;2;Tarif Réglementé;88.4;111.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Réglementé;63.4;85.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ANNEMASSE;87745497;1;Tarif Réglementé;167.0;167.0
TGV INOUI;LUNEVILLE;87141150;PARIS EST;87113001;1;Tarif Réglementé;127.0;127.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;24.0;129.0
TGV INOUI;AVIGNON CENTRE;87765008;TOUL;87141044;2;Tarif Normal;43.0;110.0
TGV INOUI;RETHEL;87172270;PARIS EST;87113001;1;Tarif Réglementé;71.0;71.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Normal;31.0;188.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;BAYONNE;87673004;1;Tarif Normal;31.0;190.0
TGV INOUI;ANGERS ST LAUD;87484006;LORRAINE TGV;87142109;2;Tarif Réglementé;99.8;116.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;94.0;94.0
TGV INOUI;AVIGNON TGV;87318964;CULMONT CHALINDREY;87142125;2;Tarif Normal;25.0;88.0
TGV INOUI;STRASBOURG;87212027;PARIS EST;87113001;1;Tarif Réglementé;153.0;153.0
TGV INOUI;ANGOULEME;87583005;LORRAINE TGV;87142109;1;Tarif Réglementé;174.0;174.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;NARBONNE;87781104;1;Tarif Réglementé;178.0;178.0
TGV INOUI;PARIS NORD;87271007;ST DIE DES VOSGES;87144014;1;Tarif Normal;29.0;144.0
TGV INOUI;IRUN;71116000;ARRAS;87342014;1;Tarif Normal;36.0;201.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;ST DIE DES VOSGES;87144014;2;Tarif Normal;19.0;60.0
TGV INOUI;IRUN;71116000;DOUAI;87345009;2;Tarif Normal;30.0;139.0
TGV INOUI;CULMONT CHALINDREY;87142125;CANNES;87757625;2;Tarif Normal;25.0;126.0
TGV INOUI;MULHOUSE VILLE;87182063;NANCY;87141002;2;Tarif Réglementé;23.0;29.0
TGV INOUI;TOUL;87141044;AGDE;87781278;1;Tarif Normal;31.0;146.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;NIMES PONT DU GARD;87703975;2;Tarif Normal;25.0;129.0
TGV INOUI;LORRAINE TGV;87142109;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Réglementé;64.4;80.0
TGV INOUI;STRASBOURG;87212027;PARIS EST;87113001;1;Tarif Normal;29.0;166.0
TGV INOUI;AVIGNON CENTRE;87765008;NEUFCHATEAU;87141291;1;Tarif Normal;41.0;127.0
TGV INOUI;NURIEUX;87743351;PARIS EST;87113001;2;Tarif Normal;25.0;100.0
TGV INOUI;LE MANS;87396002;MEUSE TGV;87147322;2;Tarif Réglementé;78.0;90.0
TGV INOUI;IRUN;71116000;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;30.0;139.0
TGV INOUI;CULMONT CHALINDREY;87142125;NIMES;87775007;2;Tarif Normal;25.0;80.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ALBERTVILLE;87741645;2;Tarif Normal;25.0;130.0
TGV INOUI;NEUFCHATEAU;87141291;NICE VILLE;87756056;2;Tarif Normal;25.0;126.0
TGV INOUI;IRUN;71116000;BORDEAUX ST JEAN;87581009;2;Tarif Normal;20.0;41.0
TGV INOUI;CULMONT CHALINDREY;87142125;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;20.0;77.0
TGV INOUI;IRUN;71116000;ANGOULEME;87583005;2;Tarif Normal;25.0;57.0
TGV INOUI;NEUFCHATEAU;87141291;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;31.0;175.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Réglementé;93.6;122.0
TGV INOUI;MEUSE TGV;87147322;PARIS NORD;87271007;2;Tarif Normal;15.0;47.0
TGV INOUI;IRUN;71116000;FUTUROSCOPE;87324095;2;Tarif Normal;25.0;70.0
TGV INOUI;CULMONT CHALINDREY;87142125;NARBONNE;87781104;2;Tarif Normal;25.0;98.0
TGV INOUI;IRUN;71116000;BIARRITZ;87673400;2;Tarif Normal;8.0;8.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;CHALONS EN CHAMPAGNE;87174003;1;Tarif Normal;7.0;22.5
TGV INOUI;IRUN;71116000;LIBOURNE;87584052;2;Tarif Normal;20.0;45.0
TGV INOUI;LUNEVILLE;87141150;SARREBOURG;87215012;2;Tarif Réglementé;11.8;11.8
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;SALLANCHES COMBLOUX MEGEVE;87746438;1;Tarif Normal;31.0;195.0
TGV INOUI;CULMONT CHALINDREY;87142125;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;31.0;153.0
TGV INOUI;AVIGNON TGV;87318964;VENTIMIGLIA STAZIONE;8345013;1;Tarif Normal;24.0;105.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;THIONVILLE;87191007;1;Tarif Réglementé;84.0;84.0
TGV INOUI;COLMAR;87182014;NANCY;87141002;2;Tarif Normal;12.0;30.0
TGV INOUI;EPINAL;87144006;PARIS NORD;87271007;1;Tarif Réglementé;132.0;132.0
TGV INOUI;PARIS EST;87113001;THIONVILLE;87191007;1;Tarif Normal;24.0;139.0
TGV INOUI;STRASBOURG;87212027;LORRAINE TGV;87142109;2;Tarif Réglementé;35.3;42.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Réglementé;179.0;179.0
TGV INOUI;MASSY TGV;87393702;CHAMPAGNE-ARDENNE;87171926;1;Tarif Réglementé;62.0;62.0
TGV INOUI;NANCY;87141002;EPINAL;87144006;2;Tarif Réglementé;13.0;17.0
TGV INOUI;MULHOUSE VILLE;87182063;CHAMPAGNE-ARDENNE;87171926;1;Tarif Normal;29.0;140.0
TGV INOUI;COLMAR;87182014;NANCY;87141002;1;Tarif Normal;14.0;52.0
TGV INOUI;MASSY TGV;87393702;MEUSE TGV;87147322;2;Tarif Normal;15.0;47.0
TGV INOUI;IRUN;71116000;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25.0;123.0
TGV INOUI;ANGERS ST LAUD;87484006;MEUSE TGV;87147322;2;Tarif Réglementé;91.5;110.0
TGV INOUI;LORRAINE TGV;87142109;PARIS EST;87113001;1;Tarif Réglementé;118.0;118.0
TGV INOUI;ANGERS ST LAUD;87484006;MEUSE TGV;87147322;2;Tarif Normal;25.0;114.0
TGV INOUI;DIJON VILLE;87713040;NANCY;87141002;2;Tarif Réglementé;32.0;41.0
TGV INOUI;STRASBOURG;87212027;PARIS EST;87113001;2;Tarif Normal;25.0;118.0
TGV INOUI;LILLE FLANDRES;87286005;NANCY;87141002;1;Tarif Normal;29.0;129.0
TGV INOUI;STRASBOURG;87212027;NANCY;87141002;1;Tarif Réglementé;44.0;44.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;AIME LA PLAGNE;87741769;2;Tarif Normal;25.0;133.0
TGV INOUI;LORRAINE TGV;87142109;SAVERNE;87212225;1;Tarif Normal;16.0;50.0
OUIGO;AIX EN PROVENCE TGV;87319012;ANTIBES;87757674;2;Tarif Normal;10.0;39.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;25.0;138.0
TGV INOUI;LORRAINE TGV;87142109;RENNES;87471003;2;Tarif Normal;25.0;144.0
OUIGO;AEROPORT CDG2 TGV ROISSY;87271494;ANGOULEME;87583005;2;Tarif Normal;10.0;99.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;VENTIMIGLIA STAZIONE;8345013;2;Tarif Normal;20.0;46.0
TGV INOUI;MEUSE TGV;87147322;LILLE EUROPE;87223263;2;Tarif Réglementé;71.7;87.0
OUIGO;PARIS MONTPARNASSE 1 ET 2;87391003;ANGERS ST LAUD;87484006;2;Tarif Normal;16.0;75.0
TGV INOUI;NANCY;87141002;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;24.0;123.0
TGV INOUI;MEUSE TGV;87147322;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Normal;15.0;47.0
OUIGO;ANGOULEME;87583005;TOULOUSE MATABIAU;87611004;2;Tarif Normal;10.0;59.0
TGV INOUI;EPINAL;87144006;PARIS EST;87113001;2;Tarif Réglementé;72.8;88.0
TGV INOUI;PARIS EST;87113001;SELESTAT;87214056;1;Tarif Réglementé;162.0;162.0
OUIGO;MARSEILLE ST CHARLES;87751008;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;10.0;69.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;MARSEILLE ST CHARLES;87751008;1;Tarif Réglementé;166.0;166.0
TGV INOUI;MEUSE TGV;87147322;FUTUROSCOPE;87324095;1;Tarif Normal;31.0;145.0
OUIGO;TOULON;87755009;NICE VILLE;87756056;2;Tarif Normal;10.0;29.0
TGV INOUI;PARIS EST;87113001;SAVERNE;87212225;2;Tarif Normal;25.0;92.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;PARIS NORD;87271007;2;Tarif Normal;15.0;47.0
OUIGO;MOUTIERS SALINS BRIDES L BAINS;87741728;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;10.0;29.0
TGV INOUI;BORDEAUX ST JEAN;87581009;NANCY;87141002;2;Tarif Normal;30.0;143.0
TGV INOUI;PARIS EST;87113001;BOURG EN BRESSE;87743005;1;Tarif Normal;24.0;146.0
OUIGO;AIX EN PROVENCE TGV;87319012;NICE VILLE;87756056;2;Tarif Normal;10.0;39.0
TGV INOUI;DUNKERQUE;87281006;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;15.0;66.0
TGV INOUI;MEUSE TGV;87147322;POITIERS;87575001;1;Tarif Normal;31.0;158.0
OUIGO;PARIS MONTPARNASSE 1 ET 2;87391003;RENNES;87471003;2;Tarif Normal;16.0;89.0
TGV INOUI;COLMAR;87182014;PARIS EST;87113001;2;Tarif Normal;25.0;122.0
TGV INOUI;TOURS;87571000;CHAMPAGNE-ARDENNE;87171926;1;Tarif Normal;29.0;117.0
OUIGO;MASSY TGV;87393702;AGEN;87586008;2;Tarif Normal;16.0;99.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;25.0;129.0
TGV INOUI;MEUSE TGV;87147322;EPINAL;87144006;2;Tarif Réglementé;32.2;38.0
OUIGO;PARIS MONTPARNASSE 1 ET 2;87391003;ST PIERRE DES CORPS;87571240;2;Tarif Normal;16.0;69.0
TGV INOUI;BASEL SBB;85109;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;9.0;21.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;DOUAI;87345009;2;Tarif Normal;20.0;80.0
OUIGO;LYON-SAINT EXUPERY TGV;87762906;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;10.0;29.0
TGV INOUI;GENEVE;8510082;AVIGNON CENTRE;87765008;1;Tarif Normal;24.0;112.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;EPINAL;87144006;2;Tarif Normal;20.0;60.0
OUIGO;ANGOULEME;87583005;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;10.0;55.0
TGV INOUI;BASEL SBB;85109;DIJON VILLE;87713040;1;Tarif Normal;22.0;94.0
TGV INOUI;REIMS;87171009;BAR LE DUC;87175042;2;Tarif Normal;14.0;31.0
OUIGO;MARSEILLE ST CHARLES;87751008;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;10.0;49.0
TGV INOUI;NANCY;87141002;ANTIBES;87757674;2;Tarif Normal;25.0;147.0
TGV INOUI;AVIGNON TGV;87318964;NANCY;87141002;1;Tarif Réglementé;152.0;152.0
OUIGO;TGV HAUTE PICARDIE;87313882;ANGOULEME;87583005;2;Tarif Normal;16.0;99.0
TGV INOUI;BASEL SBB;85109;ECOLE VALENTIN;87710731;2;Tarif Normal;20.0;42.0
TGV INOUI;METZ VILLE;87192039;CHAMPAGNE-ARDENNE;87171926;1;Tarif Normal;22.0;79.0
OUIGO;MARNE LA VALLEE CHESSY;87111849;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;16.0;99.0
TGV INOUI;BASEL SBB;85109;CHALON SUR SAONE;87725002;1;Tarif Normal;24.0;107.0
TGV INOUI;CHARLEVILLE MEZIERES;87172007;SEDAN;87172254;1;Tarif Réglementé;9.7;9.7
OUIGO;PARIS GARE DE LYON;87686006;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;16.0;99.0
TGV INOUI;RETHEL;87172270;PARIS EST;87113001;1;Tarif Normal;17.0;81.0
TGV INOUI;PARIS NORD;87271007;CHARLEVILLE MEZIERES;87172007;2;Tarif Normal;15.0;52.0
OUIGO;AVIGNON TGV;87318964;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;10.0;55.0
TGV INOUI;RETHEL;87172270;PARIS EST;87113001;2;Tarif Réglementé;41.6;45.0
TGV INOUI;PARIS NORD;87271007;SEDAN;87172254;2;Tarif Réglementé;48.8;50.0
OUIGO;MARNE LA VALLEE CHESSY;87111849;ST PIERRE DES CORPS;87571240;2;Tarif Normal;10.0;69.0
TGV INOUI;PARIS EST;87113001;THIONVILLE;87191007;2;Tarif Réglementé;68.6;86.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;20.0;71.0
OUIGO;ST PIERRE DES CORPS;87571240;POITIERS;87575001;2;Tarif Normal;10.0;25.0
TGV INOUI;VITRY LE FRANCOIS GARE;87174276;PARIS EST;87113001;1;Tarif Normal;17.0;72.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Normal;29.0;117.0
OUIGO;PARIS MONTPARNASSE 1 ET 2;87391003;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;19.0;99.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;TOUL;87141044;1;Tarif Normal;31.0;164.0
TGV INOUI;BORDEAUX ST JEAN;87581009;CHAMPAGNE-ARDENNE;87171926;1;Tarif Réglementé;181.0;181.0
OUIGO;LILLE FLANDRES;87286005;LYON PERRACHE;87722025;2;Tarif Normal;16.0;99.0
TGV INOUI;LILLE EUROPE;87223263;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;15.0;68.0
TGV INOUI;PARIS NORD;87271007;CHALONS EN CHAMPAGNE;87174003;1;Tarif Réglementé;62.0;62.0
OUIGO;PARIS GARE DE LYON;87686006;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;19.0;99.0
TGV INOUI;JUVISY TGV;87496695;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;15.0;35.0
TGV INOUI;NANCY;87141002;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Normal;29.0;113.0
OUIGO;PARIS GARE DE LYON;87686006;LYON PART DIEU;87723197;2;Tarif Normal;16.0;99.0
TGV INOUI;JUVISY;87545244;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;17.0;52.0
TGV INOUI;MEUSE TGV;87147322;REMIREMONT;87144451;2;Tarif Réglementé;39.5;47.0
OUIGO;PARIS GARE DE LYON;87686006;NICE VILLE;87756056;2;Tarif Normal;19.0;99.0
TGV INOUI;COLMAR;87182014;NANCY;87141002;1;Tarif Réglementé;44.0;44.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;ST PIERRE DES CORPS;87571240;2;Tarif Normal;25.0;90.0
OUIGO;LES ARCS DRAGUIGNAN;87755447;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;10.0;79.0
TGV INOUI;NANCY;87141002;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;19.0;86.0
TGV INOUI;BAR LE DUC;87175042;CHALONS EN CHAMPAGNE;87174003;2;Tarif Réglementé;14.0;18.0
OUIGO;AEROPORT CDG2 TGV ROISSY;87271494;LYON PERRACHE;87722025;2;Tarif Normal;10.0;99.0
TGV INOUI;ANGOULEME;87583005;NANCY;87141002;1;Tarif Normal;31.0;163.0
TGV INOUI;METZ VILLE;87192039;COLMAR;87182014;2;Tarif Normal;15.0;49.0
OUIGO;PARIS EST;87113001;STRASBOURG;87212027;2;Tarif Normal;16.0;99.0
TGV INOUI;MULHOUSE VILLE;87182063;NANCY;87141002;1;Tarif Normal;14.0;52.0
TGV INOUI;DIJON VILLE;87713040;COLMAR;87182014;1;Tarif Normal;22.0;88.0
OUIGO;CANNES;87757625;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;10.0;85.0
TGV INOUI;LA ROCHELLE VILLE;87485003;MARNE LA VALLEE CHESSY;87111849;2;Tarif Normal;25.0;102.0
TGV INOUI;PARIS NORD;87271007;CHARLEVILLE MEZIERES;87172007;1;Tarif Normal;17.0;88.0
OUIGO;BOURG ST MAURICE;87741793;GRENOBLE;87747006;2;Tarif Normal;10.0;39.0
TGV INOUI;CHERBOURG;87444877;MARNE LA VALLEE CHESSY;87111849;1;Tarif Normal;24.0;90.0
TGV INOUI;COLMAR;87182014;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;172.0;172.0
OUIGO TRAIN CLASSIQUE;MASSY PALAISEAU;87393579;LE MANS;87396002;2;Tarif Normal;10.0;49.0
TGV INOUI;NANCY;87141002;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;25.0;69.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;POITIERS;87575001;2;Tarif Normal;25.0;106.0
OUIGO;MASSY TGV;87393702;ANGOULEME;87583005;2;Tarif Normal;10.0;99.0
TGV INOUI;NANCY;87141002;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;25.0;121.0
TGV INOUI;COLMAR;87182014;BOURG ST MAURICE;87741793;1;Tarif Normal;31.0;140.0
OUIGO;TOULON;87755009;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;10.0;69.0
TGV INOUI;AVIGNON CENTRE;87765008;TOUL;87141044;1;Tarif Normal;49.0;156.0
TGV INOUI;DIJON VILLE;87713040;COLMAR;87182014;2;Tarif Réglementé;50.9;59.0
OUIGO;AIX EN PROVENCE TGV;87319012;TOULON;87755009;2;Tarif Normal;10.0;19.0
TGV INOUI;NANCY;87141002;REMIREMONT;87144451;1;Tarif Normal;11.0;40.0
TGV INOUI;NEUFCHATEAU;87141291;TOUL;87141044;1;Tarif Normal;7.0;28.5
OUIGO;TOURCOING;87286542;ST PIERRE DES CORPS;87571240;2;Tarif Normal;16.0;99.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MARNE LA VALLEE CHESSY;87111849;1;Tarif Réglementé;170.0;170.0
TGV INOUI;PARIS NORD;87271007;REMIREMONT;87144451;1;Tarif Normal;29.0;146.0
OUIGO TRAIN CLASSIQUE;PARIS AUSTERLITZ;87547000;ST PIERRE DES CORPS;87571240;2;Tarif Normal;10.0;49.0
TGV INOUI;NANCY;87141002;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;31.0;166.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;ST DIE DES VOSGES;87144014;2;Tarif Réglementé;46.8;57.0
OUIGO;AIX EN PROVENCE TGV;87319012;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;10.0;35.0
TGV INOUI;LUNEVILLE;87141150;SAVERNE;87212225;1;Tarif Normal;9.0;33.0
TGV INOUI;VITRY LE FRANCOIS GARE;87174276;BAR LE DUC;87175042;1;Tarif Réglementé;19.5;19.5
OUIGO TRAIN CLASSIQUE;CHALON SUR SAONE;87725002;MACON VILLE;87725689;2;Tarif Normal;10.0;49.0
TGV INOUI;ANGOULEME;87583005;MARNE LA VALLEE CHESSY;87111849;2;Tarif Réglementé;82.1;102.0
TGV INOUI;COLMAR;87182014;NIMES - MANDUEL;87688762;1;Tarif Normal;31.0;175.0
OUIGO;LE MANS;87396002;RENNES;87471003;2;Tarif Normal;10.0;39.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;NEUFCHATEAU;87141291;1;Tarif Normal;31.0;153.0
